EVENTS Event Timestamp Hour,EVENTS Pageview Count,EVENTS Share Count,EVENTS Unique Visitors,EVENTS Subscribe,EVENTS Video Start + 30s,EVENTS Nugget Preview CTR,EVENTS Event Count,Pageviews/Events,Spike,Pageview Change,Share Change,Visitor Change,Subscribe Change,Video Change,Nugget Preview CTR Change,Event Change,% Pageview Change,% Share Change,% Visitor Change,% Subscribe Change,% Video Change,% Nugget Preview CTR Change,% Event Change
4/1/15 0:00,74189,1106,63288,37,15916,1.92,717848,10.33,,,,,,,,,,,,,,,
4/1/15 1:00,71023,983,61417,51,14820,1.87,652078,10.89,0,-3166,-123,-1871,14,-1096,-0.05,-65770,-4.27,-11.12,-2.96,37.84,-6.89,-2.60,-9.16
4/1/15 2:00,58321,982,50378,32,12882,2.08,573380,10.17,0,-12702,-1,-11039,-19,-1938,0.21,-78698,-17.88,-0.10,-17.97,-37.25,-13.08,11.23,-12.07
4/1/15 3:00,49202,775,42361,21,10789,2.13,473177,10.40,0,-9119,-207,-8017,-11,-2093,0.05,-100203,-15.64,-21.08,-15.91,-34.38,-16.25,2.40,-17.48
4/1/15 4:00,38989,629,32383,27,8960,2.23,380902,10.24,0,-10213,-146,-9978,6,-1829,0.1,-92275,-20.76,-18.84,-23.55,28.57,-16.95,4.69,-19.50
4/1/15 5:00,33622,517,27886,23,8442,2.3,331864,10.13,0,-5367,-112,-4497,-4,-518,0.07,-49038,-13.77,-17.81,-13.89,-14.81,-5.78,3.14,-12.87
4/1/15 6:00,25618,391,21633,14,6586,2.45,248768,10.30,0,-8004,-126,-6253,-9,-1856,0.15,-83096,-23.81,-24.37,-22.42,-39.13,-21.99,6.52,-25.04
4/1/15 7:00,19640,329,16439,11,5043,2.29,193721,10.14,0,-5978,-62,-5194,-3,-1543,-0.16,-55047,-23.34,-15.86,-24.01,-21.43,-23.43,-6.53,-22.13
4/1/15 8:00,16092,261,13062,12,3954,2.44,161783,9.95,0,-3548,-68,-3377,1,-1089,0.15,-31938,-18.07,-20.67,-20.54,9.09,-21.59,6.55,-16.49
4/1/15 9:00,15985,235,13016,8,3789,2.23,158072,10.11,0,-107,-26,-46,-4,-165,-0.21,-3711,-0.66,-9.96,-0.35,-33.33,-4.17,-8.61,-2.29
4/1/15 10:00,19686,283,16565,20,4572,2.16,186185,10.57,0,3701,48,3549,12,783,-0.07,28113,23.15,20.43,27.27,150.00,20.67,-3.14,17.78
4/1/15 11:00,26060,378,22097,15,6112,2.15,251659,10.36,0,6374,95,5532,-5,1540,-0.01,65474,32.38,33.57,33.40,-25.00,33.68,-0.46,35.17
4/1/15 12:00,31722,491,26529,21,7857,2.12,310892,10.20,0,5662,113,4432,6,1745,-0.03,59233,21.73,29.89,20.06,40.00,28.55,-1.40,23.54
4/1/15 13:00,45450,762,35994,24,12106,2.17,491801,9.24,0,13728,271,9465,3,4249,0.05,180909,43.28,55.19,35.68,14.29,54.08,2.36,58.19
4/1/15 14:00,41070,726,32528,27,10789,2.16,437898,9.38,0,-4380,-36,-3466,3,-1317,-0.01,-53903,-9.64,-4.72,-9.63,12.50,-10.88,-0.46,-10.96
4/1/15 15:00,54309,974,44878,21,9224,2.04,560628,9.69,0,13239,248,12350,-6,-1565,-0.12,122730,32.24,34.16,37.97,-22.22,-14.51,-5.56,28.03
4/1/15 16:00,72327,1237,60617,30,9758,1.73,731098,9.89,0,18018,263,15739,9,534,-0.31,170470,33.18,27.00,35.07,42.86,5.79,-15.20,30.41
4/1/15 17:00,72314,1149,61043,30,10721,1.76,768240,9.41,0,-13,-88,426,0,963,0.03,37142,-0.02,-7.11,0.70,0.00,9.87,1.73,5.08
4/1/15 18:00,57294,945,48865,37,9037,1.8,602635,9.51,0,-15020,-204,-12178,7,-1684,0.04,-165605,-20.77,-17.75,-19.95,23.33,-15.71,2.27,-21.56
4/1/15 19:00,56565,832,47468,26,10115,1.75,590929,9.57,0,-729,-113,-1397,-11,1078,-0.05,-11706,-1.27,-11.96,-2.86,-29.73,11.93,-2.78,-1.94
4/1/15 20:00,57361,806,48509,32,9397,1.79,619235,9.26,0,796,-26,1041,6,-718,0.04,28306,1.41,-3.13,2.19,23.08,-7.10,2.29,4.79
4/1/15 21:00,48366,749,41438,36,8267,1.87,515057,9.39,0,-8995,-57,-7071,4,-1130,0.08,-104178,-15.68,-7.07,-14.58,12.50,-12.03,4.47,-16.82
4/1/15 22:00,58078,887,49798,26,8836,1.81,568183,10.22,0,9712,138,8360,-10,569,-0.06,53126,20.08,18.42,20.17,-27.78,6.88,-3.21,10.31
4/1/15 23:00,53684,870,45958,19,8741,1.71,519549,10.33,0,-4394,-17,-3840,-7,-95,-0.1,-48634,-7.57,-1.92,-7.71,-26.92,-1.08,-5.52,-8.56
4/2/15 0:00,51692,829,44827,27,8195,1.71,503230,10.27,0,-1992,-41,-1131,8,-546,0,-16319,-3.71,-4.71,-2.46,42.11,-6.25,0.00,-3.14
4/2/15 1:00,49775,845,43221,28,7898,1.77,486349,10.23,0,-1917,16,-1606,1,-297,0.06,-16881,-3.71,1.93,-3.58,3.70,-3.62,3.51,-3.35
4/2/15 2:00,50625,828,43654,35,8003,1.82,488692,10.36,0,850,-17,433,7,105,0.05,2343,1.71,-2.01,1.00,25.00,1.33,2.82,0.48
4/2/15 3:00,46639,869,39514,30,8555,1.75,442533,10.54,0,-3986,41,-4140,-5,552,-0.07,-46159,-7.87,4.95,-9.48,-14.29,6.90,-3.85,-9.45
4/2/15 4:00,47058,746,41308,22,6834,1.78,426633,11.03,0,419,-123,1794,-8,-1721,0.03,-15900,0.90,-14.15,4.54,-26.67,-20.12,1.71,-3.59
4/2/15 5:00,33989,613,28655,17,5537,1.99,307724,11.05,0,-13069,-133,-12653,-5,-1297,0.21,-118909,-27.77,-17.83,-30.63,-22.73,-18.98,11.80,-27.87
4/2/15 6:00,26066,440,22135,9,4048,2.01,231699,11.25,0,-7923,-173,-6520,-8,-1489,0.02,-76025,-23.31,-28.22,-22.75,-47.06,-26.89,1.01,-24.71
4/2/15 7:00,22506,370,18863,15,3663,2.03,207507,10.85,0,-3560,-70,-3272,6,-385,0.02,-24192,-13.66,-15.91,-14.78,66.67,-9.51,1.00,-10.44
4/2/15 8:00,18161,302,15094,13,3303,2.08,172341,10.54,0,-4345,-68,-3769,-2,-360,0.05,-35166,-19.31,-18.38,-19.98,-13.33,-9.83,2.46,-16.95
4/2/15 9:00,17962,318,15279,12,3242,1.91,170601,10.53,0,-199,16,185,-1,-61,-0.17,-1740,-1.10,5.30,1.23,-7.69,-1.85,-8.17,-1.01
4/2/15 10:00,26540,417,22455,9,3972,1.8,245519,10.81,0,8578,99,7176,-3,730,-0.11,74918,47.76,31.13,46.97,-25.00,22.52,-5.76,43.91
4/2/15 11:00,40230,522,34344,18,5472,1.64,382457,10.52,1,13690,105,11889,9,1500,-0.16,136938,51.58,25.18,52.95,100.00,37.76,-8.89,55.77
4/2/15 12:00,48450,643,42259,33,6809,1.59,473690,10.23,0,8220,121,7915,15,1337,-0.05,91233,20.43,23.18,23.05,83.33,24.43,-3.05,23.85
4/2/15 13:00,59494,1162,48811,40,9994,1.75,623699,9.54,0,11044,519,6552,7,3185,0.16,150009,22.79,80.72,15.50,21.21,46.78,10.06,31.67
4/2/15 14:00,56236,1040,47373,44,9473,1.85,618924,9.09,0,-3258,-122,-1438,4,-521,0.1,-4775,-5.48,-10.50,-2.95,10.00,-5.21,5.71,-0.77
4/2/15 15:00,51360,921,43566,44,8837,1.83,574189,8.94,0,-4876,-119,-3807,0,-636,-0.02,-44735,-8.67,-11.44,-8.04,0.00,-6.71,-1.08,-7.23
4/2/15 16:00,87462,1451,74462,41,8937,1.61,873048,10.02,1,36102,530,30896,-3,100,-0.22,298859,70.29,57.55,70.92,-6.82,1.13,-12.02,52.05
4/2/15 17:00,131964,2015,115897,49,8800,1.6,1202751,10.97,1,44502,564,41435,8,-137,-0.01,329703,50.88,38.87,55.65,19.51,-1.53,-0.62,37.76
4/2/15 18:00,138226,2008,121188,72,8393,1.69,1231552,11.22,0,6262,-7,5291,23,-407,0.09,28801,4.75,-0.35,4.57,46.94,-4.63,5.62,2.39
4/2/15 19:00,146212,2238,124532,64,12295,1.74,1351584,10.82,0,7986,230,3344,-8,3902,0.05,120032,5.78,11.45,2.76,-11.11,46.49,2.96,9.75
4/2/15 20:00,173027,2373,148140,67,17799,1.74,1542916,11.21,0,26815,135,23608,3,5504,0,191332,18.34,6.03,18.96,4.69,44.77,0.00,14.16
4/2/15 21:00,170434,2262,144702,70,24204,1.62,1501641,11.35,0,-2593,-111,-3438,3,6405,-0.12,-41275,-1.50,-4.68,-2.32,4.48,35.99,-6.90,-2.68
4/2/15 22:00,169385,2230,146327,55,23282,1.71,1457690,11.62,0,-1049,-32,1625,-15,-922,0.09,-43951,-0.62,-1.41,1.12,-21.43,-3.81,5.56,-2.93
4/2/15 23:00,151301,1992,129901,51,19931,1.74,1352305,11.19,0,-18084,-238,-16426,-4,-3351,0.03,-105385,-10.68,-10.67,-11.23,-7.27,-14.39,1.75,-7.23
4/3/15 0:00,116134,1794,102112,44,16045,1.75,1133392,10.25,0,-35167,-198,-27789,-7,-3886,0.01,-218913,-23.24,-9.94,-21.39,-13.73,-19.50,0.57,-16.19
4/3/15 1:00,121768,1658,104502,41,15300,1.76,1140376,10.68,0,5634,-136,2390,-3,-745,0.01,6984,4.85,-7.58,2.34,-6.82,-4.64,0.57,0.62
4/3/15 2:00,115360,1542,100242,44,14574,1.79,1049967,10.99,0,-6408,-116,-4260,3,-726,0.03,-90409,-5.26,-7.00,-4.08,7.32,-4.75,1.70,-7.93
4/3/15 3:00,100946,1334,86474,46,13989,1.94,953136,10.59,0,-14414,-208,-13768,2,-585,0.15,-96831,-12.49,-13.49,-13.73,4.55,-4.01,8.38,-9.22
4/3/15 4:00,74317,1046,62844,25,11005,2.01,690409,10.76,0,-26629,-288,-23630,-21,-2984,0.07,-262727,-26.38,-21.59,-27.33,-45.65,-21.33,3.61,-27.56
4/3/15 5:00,57565,801,49235,16,8861,2.17,537909,10.70,0,-16752,-245,-13609,-9,-2144,0.16,-152500,-22.54,-23.42,-21.66,-36.00,-19.48,7.96,-22.09
4/3/15 6:00,44678,601,37383,21,7544,2.22,424216,10.53,0,-12887,-200,-11852,5,-1317,0.05,-113693,-22.39,-24.97,-24.07,31.25,-14.86,2.30,-21.14
4/3/15 7:00,36017,516,29688,19,6441,2.35,346684,10.39,0,-8661,-85,-7695,-2,-1103,0.13,-77532,-19.39,-14.14,-20.58,-9.52,-14.62,5.86,-18.28
4/3/15 8:00,30544,402,25075,17,5679,2.38,296322,10.31,0,-5473,-114,-4613,-2,-762,0.03,-50362,-15.20,-22.09,-15.54,-10.53,-11.83,1.28,-14.53
4/3/15 9:00,30072,358,24678,14,5458,2.3,290982,10.33,0,-472,-44,-397,-3,-221,-0.08,-5340,-1.55,-10.95,-1.58,-17.65,-3.89,-3.36,-1.80
4/3/15 10:00,37010,502,31153,18,5999,2.3,345040,10.73,0,6938,144,6475,4,541,0,54058,23.07,40.22,26.24,28.57,9.91,0.00,18.58
4/3/15 11:00,51651,642,44086,20,7716,2.14,491708,10.50,0,14641,140,12933,2,1717,-0.16,146668,39.56,27.89,41.51,11.11,28.62,-6.96,42.51
4/3/15 12:00,94332,1065,79729,26,20072,1.84,925501,10.19,1,42681,423,35643,6,12356,-0.3,433793,82.63,65.89,80.85,30.00,160.13,-14.02,88.22
4/3/15 13:00,137346,1758,115205,46,32203,1.95,1411189,9.73,0,43014,693,35476,20,12131,0.11,485688,45.60,65.07,44.50,76.92,60.44,5.98,52.48
4/3/15 14:00,129608,1713,108433,46,30495,2.02,1337054,9.69,0,-7738,-45,-6772,0,-1708,0.07,-74135,-5.63,-2.56,-5.88,0.00,-5.30,3.59,-5.25
4/3/15 15:00,131479,1683,110575,35,30985,1.9,1377532,9.54,0,1871,-30,2142,-11,490,-0.12,40478,1.44,-1.75,1.98,-23.91,1.61,-5.94,3.03
4/3/15 16:00,159776,1935,133396,52,27714,1.84,1589970,10.05,0,28297,252,22821,17,-3271,-0.06,212438,21.52,14.97,20.64,48.57,-10.56,-3.16,15.42
4/3/15 17:00,147381,1891,124203,33,24124,1.87,1494185,9.86,0,-12395,-44,-9193,-19,-3590,0.03,-95785,-7.76,-2.27,-6.89,-36.54,-12.95,1.63,-6.02
4/3/15 18:00,123445,1589,103204,42,20953,1.97,1217367,10.14,0,-23936,-302,-20999,9,-3171,0.1,-276818,-16.24,-15.97,-16.91,27.27,-13.14,5.35,-18.53
4/3/15 19:00,111079,1378,93411,44,18558,1.99,1070981,10.37,0,-12366,-211,-9793,2,-2395,0.02,-146386,-10.02,-13.28,-9.49,4.76,-11.43,1.02,-12.02
4/3/15 20:00,132995,1861,112859,55,18082,1.8,1219043,10.91,0,21916,483,19448,11,-476,-0.19,148062,19.73,35.05,20.82,25.00,-2.56,-9.55,13.82
4/3/15 21:00,126239,1743,106108,56,17809,2,1154064,10.94,0,-6756,-118,-6751,1,-273,0.2,-64979,-5.08,-6.34,-5.98,1.82,-1.51,11.11,-5.33
4/3/15 22:00,111284,1449,95109,30,16374,1.99,948997,11.73,0,-14955,-294,-10999,-26,-1435,-0.01,-205067,-11.85,-16.87,-10.37,-46.43,-8.06,-0.50,-17.77
4/3/15 23:00,100206,1303,85880,33,14888,2,859764,11.66,0,-11078,-146,-9229,3,-1486,0.01,-89233,-9.95,-10.08,-9.70,10.00,-9.08,0.50,-9.40
4/4/15 0:00,104182,1380,88377,43,15567,1.85,893678,11.66,0,3976,77,2497,10,679,-0.15,33914,3.97,5.91,2.91,30.30,4.56,-7.50,3.94
4/4/15 1:00,99171,1253,84977,35,13983,1.94,827788,11.98,0,-5011,-127,-3400,-8,-1584,0.09,-65890,-4.81,-9.20,-3.85,-18.60,-10.18,4.86,-7.37
4/4/15 2:00,87034,1223,73949,28,12459,1.99,753860,11.55,0,-12137,-30,-11028,-7,-1524,0.05,-73928,-12.24,-2.39,-12.98,-20.00,-10.90,2.58,-8.93
4/4/15 3:00,85971,1120,73010,23,16015,2.07,759577,11.32,0,-1063,-103,-939,-5,3556,0.08,5717,-1.22,-8.42,-1.27,-17.86,28.54,4.02,0.76
4/4/15 4:00,77367,1042,65060,28,13033,2.34,657505,11.77,0,-8604,-78,-7950,5,-2982,0.27,-102072,-10.01,-6.96,-10.89,21.74,-18.62,13.04,-13.44
4/4/15 5:00,59155,796,50637,27,10726,2.27,515109,11.48,0,-18212,-246,-14423,-1,-2307,-0.07,-142396,-23.54,-23.61,-22.17,-3.57,-17.70,-2.99,-21.66
4/4/15 6:00,50164,685,43034,18,9715,2.32,443336,11.32,0,-8991,-111,-7603,-9,-1011,0.05,-71773,-15.20,-13.94,-15.01,-33.33,-9.43,2.20,-13.93
4/4/15 7:00,43927,568,36901,21,9053,2.49,393071,11.18,0,-6237,-117,-6133,3,-662,0.17,-50265,-12.43,-17.08,-14.25,16.67,-6.81,7.33,-11.34
4/4/15 8:00,37557,487,31816,22,8012,2.45,338445,11.10,0,-6370,-81,-5085,1,-1041,-0.04,-54626,-14.50,-14.26,-13.78,4.76,-11.50,-1.61,-13.90
4/4/15 9:00,33453,474,28275,20,7161,2.34,305490,10.95,0,-4104,-13,-3541,-2,-851,-0.11,-32955,-10.93,-2.67,-11.13,-9.09,-10.62,-4.49,-9.74
4/4/15 10:00,36140,468,30594,15,7282,2.33,323036,11.19,0,2687,-6,2319,-5,121,-0.01,17546,8.03,-1.27,8.20,-25.00,1.69,-0.43,5.74
4/4/15 11:00,49356,730,43034,14,9110,2.23,429923,11.48,0,13216,262,12440,-1,1828,-0.1,106887,36.57,55.98,40.66,-6.67,25.10,-4.29,33.09
4/4/15 12:00,69543,931,59052,29,12580,2.16,601096,11.57,0,20187,201,16018,15,3470,-0.07,171173,40.90,27.53,37.22,107.14,38.09,-3.14,39.81
4/4/15 13:00,82750,1109,71960,37,15497,2.18,718430,11.52,0,13207,178,12908,8,2917,0.02,117334,18.99,19.12,21.86,27.59,23.19,0.93,19.52
4/4/15 14:00,89834,1236,77155,44,16928,2.12,781643,11.49,0,7084,127,5195,7,1431,-0.06,63213,8.56,11.45,7.22,18.92,9.23,-2.75,8.80
4/4/15 15:00,93541,1343,80360,35,17069,2.1,804085,11.63,0,3707,107,3205,-9,141,-0.02,22442,4.13,8.66,4.15,-20.45,0.83,-0.94,2.87
4/4/15 16:00,90255,1178,78072,36,14872,2.07,755919,11.94,0,-3286,-165,-2288,1,-2197,-0.03,-48166,-3.51,-12.29,-2.85,2.86,-12.87,-1.43,-5.99
4/4/15 17:00,76236,1099,66317,29,13088,2.04,654516,11.65,0,-14019,-79,-11755,-7,-1784,-0.03,-101403,-15.53,-6.71,-15.06,-19.44,-12.00,-1.45,-13.41
4/4/15 18:00,74864,1012,65179,36,11706,2.14,627083,11.94,0,-1372,-87,-1138,7,-1382,0.1,-27433,-1.80,-7.92,-1.72,24.14,-10.56,4.90,-4.19
4/4/15 19:00,69112,990,60090,26,10580,2.16,589200,11.73,0,-5752,-22,-5089,-10,-1126,0.02,-37883,-7.68,-2.17,-7.81,-27.78,-9.62,0.93,-6.04
4/4/15 20:00,66305,883,56692,23,10375,2.21,569513,11.64,0,-2807,-107,-3398,-3,-205,0.05,-19687,-4.06,-10.81,-5.65,-11.54,-1.94,2.31,-3.34
4/4/15 21:00,60496,778,51499,32,9772,2.37,525985,11.50,0,-5809,-105,-5193,9,-603,0.16,-43528,-8.76,-11.89,-9.16,39.13,-5.81,7.24,-7.64
4/4/15 22:00,56489,792,49442,18,9052,2.16,490431,11.52,0,-4007,14,-2057,-14,-720,-0.21,-35554,-6.62,1.80,-3.99,-43.75,-7.37,-8.86,-6.76
4/4/15 23:00,53720,687,47106,26,8592,2.14,460515,11.67,0,-2769,-105,-2336,8,-460,-0.02,-29916,-4.90,-13.26,-4.72,44.44,-5.08,-0.93,-6.10
4/5/15 0:00,72806,979,64816,33,10371,2,596003,12.22,0,19086,292,17710,7,1779,-0.14,135488,35.53,42.50,37.60,26.92,20.71,-6.54,29.42
4/5/15 1:00,70068,904,62638,24,9094,1.99,558529,12.55,0,-2738,-75,-2178,-9,-1277,-0.01,-37474,-3.76,-7.66,-3.36,-27.27,-12.31,-0.50,-6.29
4/5/15 2:00,64677,858,57681,18,8146,2.06,514581,12.57,0,-5391,-46,-4957,-6,-948,0.07,-43948,-7.69,-5.09,-7.91,-25.00,-10.42,3.52,-7.87
4/5/15 3:00,61327,825,55104,21,7639,2.12,484369,12.66,0,-3350,-33,-2577,3,-507,0.06,-30212,-5.18,-3.85,-4.47,16.67,-6.22,2.91,-5.87
4/5/15 4:00,44360,679,38248,35,6871,2.36,377054,11.76,0,-16967,-146,-16856,14,-768,0.24,-107315,-27.67,-17.70,-30.59,66.67,-10.05,11.32,-22.16
4/5/15 5:00,34626,536,29749,14,5752,2.29,299383,11.57,0,-9734,-143,-8499,-21,-1119,-0.07,-77671,-21.94,-21.06,-22.22,-60.00,-16.29,-2.97,-20.60
4/5/15 6:00,27299,455,23358,16,5008,2.41,240745,11.34,0,-7327,-81,-6391,2,-744,0.12,-58638,-21.16,-15.11,-21.48,14.29,-12.93,5.24,-19.59
4/5/15 7:00,23615,427,19650,10,4589,2.7,209851,11.25,0,-3684,-28,-3708,-6,-419,0.29,-30894,-13.49,-6.15,-15.87,-37.50,-8.37,12.03,-12.83
4/5/15 8:00,21180,361,17911,10,4288,2.85,187863,11.27,0,-2435,-66,-1739,0,-301,0.15,-21988,-10.31,-15.46,-8.85,0.00,-6.56,5.56,-10.48
4/5/15 9:00,18005,282,15386,14,3822,2.48,164244,10.96,0,-3175,-79,-2525,4,-466,-0.37,-23619,-14.99,-21.88,-14.10,40.00,-10.87,-12.98,-12.57
4/5/15 10:00,19449,312,16692,9,3867,2.45,177127,10.98,0,1444,30,1306,-5,45,-0.03,12883,8.02,10.64,8.49,-35.71,1.18,-1.21,7.84
4/5/15 11:00,25791,396,22112,18,4699,2.44,226182,11.40,0,6342,84,5420,9,832,-0.01,49055,32.61,26.92,32.47,100.00,21.52,-0.41,27.69
4/5/15 12:00,37634,543,32704,17,6199,2.51,311431,12.08,0,11843,147,10592,-1,1500,0.07,85249,45.92,37.12,47.90,-5.56,31.92,2.87,37.69
4/5/15 13:00,47690,676,43457,26,7304,2.28,382471,12.47,0,10056,133,10753,9,1105,-0.23,71040,26.72,24.49,32.88,52.94,17.83,-9.16,22.81
4/5/15 14:00,50162,701,45442,20,7817,2.3,404259,12.41,0,2472,25,1985,-6,513,0.02,21788,5.18,3.70,4.57,-23.08,7.02,0.88,5.70
4/5/15 15:00,62778,858,55198,28,11683,2.38,530948,11.82,0,12616,157,9756,8,3866,0.08,126689,25.15,22.40,21.47,40.00,49.46,3.48,31.34
4/5/15 16:00,57764,818,51523,33,10816,2.33,491491,11.75,0,-5014,-40,-3675,5,-867,-0.05,-39457,-7.99,-4.66,-6.66,17.86,-7.42,-2.10,-7.43
4/5/15 17:00,53837,764,47947,26,9844,2.29,458990,11.73,0,-3927,-54,-3576,-7,-972,-0.04,-32501,-6.80,-6.60,-6.94,-21.21,-8.99,-1.72,-6.61
4/5/15 18:00,68680,946,60408,38,11930,2.1,598114,11.48,0,14843,182,12461,12,2086,-0.19,139124,27.57,23.82,25.99,46.15,21.19,-8.30,30.31
4/5/15 19:00,58201,778,51737,25,10074,2.14,505256,11.52,0,-10479,-168,-8671,-13,-1856,0.04,-92858,-15.26,-17.76,-14.35,-34.21,-15.56,1.90,-15.53
4/5/15 20:00,56477,749,50539,28,9588,2.11,486304,11.61,0,-1724,-29,-1198,3,-486,-0.03,-18952,-2.96,-3.73,-2.32,12.00,-4.82,-1.40,-3.75
4/5/15 21:00,60827,890,53130,40,9775,2.03,528860,11.50,0,4350,141,2591,12,187,-0.08,42556,7.70,18.83,5.13,42.86,1.95,-3.79,8.75
4/5/15 22:00,62871,836,55676,29,11139,2.09,557932,11.27,0,2044,-54,2546,-11,1364,0.06,29072,3.36,-6.07,4.79,-27.50,13.95,2.96,5.50
4/5/15 23:00,65708,836,57717,31,11759,2.08,583079,11.27,0,2837,0,2041,2,620,-0.01,25147,4.51,0.00,3.67,6.90,5.57,-0.48,4.51
4/6/15 0:00,72047,885,63131,34,11605,2.06,615544,11.70,0,6339,49,5414,3,-154,-0.02,32465,9.65,5.86,9.38,9.68,-1.31,-0.96,5.57
4/6/15 1:00,68224,832,60933,28,10244,2.02,572800,11.91,0,-3823,-53,-2198,-6,-1361,-0.04,-42744,-5.31,-5.99,-3.48,-17.65,-11.73,-1.94,-6.94
4/6/15 2:00,64238,810,56471,22,9428,1.96,534773,12.01,0,-3986,-22,-4462,-6,-816,-0.06,-38027,-5.84,-2.64,-7.32,-21.43,-7.97,-2.97,-6.64
4/6/15 3:00,55192,759,47609,28,9254,2.14,510034,10.82,0,-9046,-51,-8862,6,-174,0.18,-24739,-14.08,-6.30,-15.69,27.27,-1.85,9.18,-4.63
4/6/15 4:00,38861,536,32904,16,7617,2.26,359766,10.80,0,-16331,-223,-14705,-12,-1637,0.12,-150268,-29.59,-29.38,-30.89,-42.86,-17.69,5.61,-29.46
4/6/15 5:00,31946,481,27225,13,6192,2.29,293430,10.89,0,-6915,-55,-5679,-3,-1425,0.03,-66336,-17.79,-10.26,-17.26,-18.75,-18.71,1.33,-18.44
4/6/15 6:00,25416,378,21238,16,5242,2.38,239425,10.62,0,-6530,-103,-5987,3,-950,0.09,-54005,-20.44,-21.41,-21.99,23.08,-15.34,3.93,-18.40
4/6/15 7:00,22800,301,18790,16,4900,2.46,219137,10.40,0,-2616,-77,-2448,0,-342,0.08,-20288,-10.29,-20.37,-11.53,0.00,-6.52,3.36,-8.47
4/6/15 8:00,20236,291,16751,6,4323,2.51,193771,10.44,0,-2564,-10,-2039,-10,-577,0.05,-25366,-11.25,-3.32,-10.85,-62.50,-11.78,2.03,-11.58
4/6/15 9:00,19964,249,16615,18,4106,2.46,189129,10.56,0,-272,-42,-136,12,-217,-0.05,-4642,-1.34,-14.43,-0.81,200.00,-5.02,-1.99,-2.40
4/6/15 10:00,23674,309,20009,14,4439,2.25,215134,11.00,0,3710,60,3394,-4,333,-0.21,26005,18.58,24.10,20.43,-22.22,8.11,-8.54,13.75
4/6/15 11:00,32250,414,27501,12,5284,2.29,279163,11.55,0,8576,105,7492,-2,845,0.04,64029,36.23,33.98,37.44,-14.29,19.04,1.78,29.76
4/6/15 12:00,41062,498,35771,22,6312,2.27,362524,11.33,0,8812,84,8270,10,1028,-0.02,83361,27.32,20.29,30.07,83.33,19.45,-0.87,29.86
4/6/15 13:00,60508,894,49786,21,10929,2.23,573343,10.55,0,19446,396,14015,-1,4617,-0.04,210819,47.36,79.52,39.18,-4.55,73.15,-1.76,58.15
4/6/15 14:00,55974,853,46060,42,13251,2.21,579390,9.66,0,-4534,-41,-3726,21,2322,-0.02,6047,-7.49,-4.59,-7.48,100.00,21.25,-0.90,1.05
4/6/15 15:00,68432,1111,57205,29,18156,2.1,723968,9.45,0,12458,258,11145,-13,4905,-0.11,144578,22.26,30.25,24.20,-30.95,37.02,-4.98,24.95
4/6/15 16:00,71555,1170,58738,21,19088,2.15,755789,9.47,0,3123,59,1533,-8,932,0.05,31821,4.56,5.31,2.68,-27.59,5.13,2.38,4.40
4/6/15 17:00,66421,1108,56801,38,16065,2.15,705495,9.41,0,-5134,-62,-1937,17,-3023,0,-50294,-7.17,-5.30,-3.30,80.95,-15.84,0.00,-6.65
4/6/15 18:00,60750,999,51279,32,13687,2.08,646392,9.40,0,-5671,-109,-5522,-6,-2378,-0.07,-59103,-8.54,-9.84,-9.72,-15.79,-14.80,-3.26,-8.38
4/6/15 19:00,56997,840,48983,26,12607,1.94,612136,9.31,0,-3753,-159,-2296,-6,-1080,-0.14,-34256,-6.18,-15.92,-4.48,-18.75,-7.89,-6.73,-5.30
4/6/15 20:00,76046,963,64068,42,12538,1.68,816881,9.31,0,19049,123,15085,16,-69,-0.26,204745,33.42,14.64,30.80,61.54,-0.55,-13.40,33.45
4/6/15 21:00,89637,1174,76058,49,15199,1.57,951825,9.42,0,13591,211,11990,7,2661,-0.11,134944,17.87,21.91,18.71,16.67,21.22,-6.55,16.52
4/6/15 22:00,73231,1182,63251,42,13544,1.7,750343,9.76,0,-16406,8,-12807,-7,-1655,0.13,-201482,-18.30,0.68,-16.84,-14.29,-10.89,8.28,-21.17
4/6/15 23:00,63057,1014,54719,17,3043,1.85,449876,14.02,0,-10174,-168,-8532,-25,-10501,0.15,-300467,-13.89,-14.21,-13.49,-59.52,-77.53,8.82,-40.04
4/7/15 0:00,87666,1234,75817,43,12496,1.6,836983,10.47,0,24609,220,21098,26,9453,-0.25,387107,39.03,21.70,38.56,152.94,310.65,-13.51,86.05
4/7/15 1:00,73437,1062,62920,36,11011,1.72,685376,10.71,0,-14229,-172,-12897,-7,-1485,0.12,-151607,-16.23,-13.94,-17.01,-16.28,-11.88,7.50,-18.11
4/7/15 2:00,66655,961,56973,38,10128,1.87,616713,10.81,0,-6782,-101,-5947,2,-883,0.15,-68663,-9.24,-9.51,-9.45,5.56,-8.02,8.72,-10.02
4/7/15 3:00,56455,937,49080,40,8571,1.86,542570,10.41,0,-10200,-24,-7893,2,-1557,-0.01,-74143,-15.30,-2.50,-13.85,5.26,-15.37,-0.53,-12.02
4/7/15 4:00,36165,701,30407,39,6732,2.02,389622,9.28,0,-20290,-236,-18673,-1,-1839,0.16,-152948,-35.94,-25.19,-38.05,-2.50,-21.46,8.60,-28.19
4/7/15 5:00,34242,582,28632,20,6144,2.23,336433,10.18,0,-1923,-119,-1775,-19,-588,0.21,-53189,-5.32,-16.98,-5.84,-48.72,-8.73,10.40,-13.65
