EVENTS Event Timestamp Hour,EVENTS Pageview Count,EVENTS Share Count,EVENTS Unique Visitors,EVENTS Subscribe,EVENTS Video Start + 30s,EVENTS Nugget Preview CTR,EVENTS Event Count,Pageviews/Events,Spike,Pageview Change,Share Change,Visitor Change,Subscribe Change,Video Change,Nugget Preview CTR Change,Event Change,% Pageview Change,% Share Change,% Visitor Change,% Subscribe Change,% Video Change,% Nugget Preview CTR Change,% Event Change
5/20/15 21:00,43256,839,37188,19,6367,1.73,413036,10.47,0,-3465,-74,-4368,2,-238,0.04,-57404,-7.42,-8.11,-10.51,11.76,-3.60,2.37,-12.20
5/20/15 22:00,45359,830,41226,25,5623,1.77,392001,11.57,0,2103,-9,4038,6,-744,0.04,-21035,4.86,-1.07,10.86,31.58,-11.69,2.31,-5.09
5/20/15 23:00,49839,1089,44746,30,6250,1.63,431571,11.55,0,4480,259,3520,5,627,-0.14,39570,9.88,31.20,8.54,20.00,11.15,-7.91,10.09
5/21/15 0:00,48928,1161,44043,30,6290,1.64,421419,11.61,0,-911,72,-703,0,40,0.01,-10152,-1.83,6.61,-1.57,0.00,0.64,0.61,-2.35
5/21/15 1:00,47322,1040,42707,32,6263,1.57,406053,11.65,0,-1606,-121,-1336,2,-27,-0.07,-15366,-3.28,-10.42,-3.03,6.67,-0.43,-4.27,-3.65
5/21/15 2:00,44096,992,38655,30,5834,1.61,368260,11.97,0,-3226,-48,-4052,-2,-429,0.04,-37793,-6.82,-4.62,-9.49,-6.25,-6.85,2.55,-9.31
5/21/15 3:00,39902,835,35798,27,5200,1.84,336051,11.87,0,-4194,-157,-2857,-3,-634,0.23,-32209,-9.51,-15.83,-7.39,-10.00,-10.87,14.29,-8.75
5/21/15 4:00,30609,684,27368,20,3989,1.91,259983,11.77,0,-9293,-151,-8430,-7,-1211,0.07,-76068,-23.29,-18.08,-23.55,-25.93,-23.29,3.80,-22.64
5/21/15 5:00,25171,556,22333,18,3499,1.93,218736,11.51,0,-5438,-128,-5035,-2,-490,0.02,-41247,-17.77,-18.71,-18.40,-10.00,-12.28,1.05,-15.87
5/21/15 6:00,20365,439,17917,14,2848,1.86,168756,12.07,0,-4806,-117,-4416,-4,-651,-0.07,-49980,-19.09,-21.04,-19.77,-22.22,-18.61,-3.63,-22.85
5/21/15 7:00,16236,356,14357,16,2289,1.99,132808,12.23,0,-4129,-83,-3560,2,-559,0.13,-35948,-20.27,-18.91,-19.87,14.29,-19.63,6.99,-21.30
5/21/15 8:00,13730,279,12112,5,1972,1.94,114560,11.98,0,-2506,-77,-2245,-11,-317,-0.05,-18248,-15.43,-21.63,-15.64,-68.75,-13.85,-2.51,-13.74
5/21/15 9:00,14180,263,12534,13,2060,1.84,118379,11.98,0,450,-16,422,8,88,-0.1,3819,3.28,-5.73,3.48,160.00,4.46,-5.15,3.33
5/21/15 10:00,19575,374,17273,13,3441,1.68,167022,11.72,0,5395,111,4739,0,1381,-0.16,48643,38.05,42.21,37.81,0.00,67.04,-8.70,41.09
5/21/15 11:00,26972,459,23929,16,5445,1.57,241595,11.16,0,7397,85,6656,3,2004,-0.11,74573,37.79,22.73,38.53,23.08,58.24,-6.55,44.65
5/21/15 12:00,35120,534,30914,21,7983,1.43,348561,10.08,0,8148,75,6985,5,2538,-0.14,106966,30.21,16.34,29.19,31.25,46.61,-8.92,44.27
5/21/15 13:00,43939,896,36834,30,11308,1.49,477163,9.21,0,8819,362,5920,9,3325,0.06,128602,25.11,67.79,19.15,42.86,41.65,4.20,36.90
5/21/15 14:00,46948,926,41163,38,11494,1.45,500360,9.38,0,3009,30,4329,8,186,-0.04,23197,6.85,3.35,11.75,26.67,1.64,-2.68,4.86
5/21/15 15:00,62359,1095,54551,38,11651,1.52,608356,10.25,0,15411,169,13388,0,157,0.07,107996,32.83,18.25,32.52,0.00,1.37,4.83,21.58
5/21/15 16:00,65944,1261,56125,32,11664,1.43,632651,10.42,0,3585,166,1574,-6,13,-0.09,24295,5.75,15.16,2.89,-15.79,0.11,-5.92,3.99
5/21/15 17:00,61796,1145,54170,51,10010,1.5,585649,10.55,0,-4148,-116,-1955,19,-1654,0.07,-47002,-6.29,-9.20,-3.48,59.38,-14.18,4.90,-7.43
5/21/15 18:00,70516,1215,61204,37,8809,1.38,645799,10.92,0,8720,70,7034,-14,-1201,-0.12,60150,14.11,6.11,12.99,-27.45,-12.00,-8.00,10.27
5/21/15 19:00,63841,1157,54856,35,7776,1.55,567874,11.24,0,-6675,-58,-6348,-2,-1033,0.17,-77925,-9.47,-4.77,-10.37,-5.41,-11.73,12.32,-12.07
5/21/15 20:00,63420,1062,54605,25,7251,1.5,537776,11.79,0,-421,-95,-251,-10,-525,-0.05,-30098,-0.66,-8.21,-0.46,-28.57,-6.75,-3.23,-5.30
5/21/15 21:00,64039,1233,56226,37,6541,1.52,540871,11.84,0,619,171,1621,12,-710,0.02,3095,0.98,16.10,2.97,48.00,-9.79,1.33,0.58
5/21/15 22:00,63148,1299,54474,28,7950,1.55,517593,12.20,0,-891,66,-1752,-9,1409,0.03,-23278,-1.39,5.35,-3.12,-24.32,21.54,1.97,-4.30
5/21/15 23:00,56099,1216,49311,19,6225,1.51,449517,12.48,0,-7049,-83,-5163,-9,-1725,-0.04,-68076,-11.16,-6.39,-9.48,-32.14,-21.70,-2.58,-13.15
5/22/15 0:00,56381,1117,49899,24,6604,1.43,435525,12.95,0,282,-99,588,5,379,-0.08,-13992,0.50,-8.14,1.19,26.32,6.09,-5.30,-3.11
5/22/15 1:00,58706,1131,51945,42,7810,1.5,452766,12.97,0,2325,14,2046,18,1206,0.07,17241,4.12,1.25,4.10,75.00,18.26,4.90,3.96
5/22/15 2:00,55240,1244,48636,35,6612,1.57,419973,13.15,0,-3466,113,-3309,-7,-1198,0.07,-32793,-5.90,9.99,-6.37,-16.67,-15.34,4.67,-7.24
5/22/15 3:00,52594,1000,46784,24,5199,1.55,399954,13.15,0,-2646,-244,-1852,-11,-1413,-0.02,-20019,-4.79,-19.61,-3.81,-31.43,-21.37,-1.27,-4.77
5/22/15 4:00,42837,895,36910,13,3868,1.59,326210,13.13,0,-9757,-105,-9874,-11,-1331,0.04,-73744,-18.55,-10.50,-21.11,-45.83,-25.60,2.58,-18.44
5/22/15 5:00,35399,730,30587,22,3632,1.67,286264,12.37,0,-7438,-165,-6323,9,-236,0.08,-39946,-17.36,-18.44,-17.13,69.23,-6.10,5.03,-12.25
5/22/15 6:00,28748,587,24970,17,2790,1.71,221464,12.98,0,-6651,-143,-5617,-5,-842,0.04,-64800,-18.79,-19.59,-18.36,-22.73,-23.18,2.40,-22.64
5/22/15 7:00,22821,468,19723,7,2141,1.8,171463,13.31,0,-5927,-119,-5247,-10,-649,0.09,-50001,-20.62,-20.27,-21.01,-58.82,-23.26,5.26,-22.58
5/22/15 8:00,19539,399,17003,8,1960,1.64,154380,12.66,0,-3282,-69,-2720,1,-181,-0.16,-17083,-14.38,-14.74,-13.79,14.29,-8.45,-8.89,-9.96
5/22/15 9:00,20214,373,17842,7,1983,1.65,156461,12.92,0,675,-26,839,-1,23,0.01,2081,3.45,-6.52,4.93,-12.50,1.17,0.61,1.35
5/22/15 10:00,26811,466,23571,13,2585,1.66,203468,13.18,0,6597,93,5729,6,602,0.01,47007,32.64,24.93,32.11,85.71,30.36,0.61,30.04
5/22/15 11:00,32876,634,28904,21,2935,1.55,233086,14.10,0,6065,168,5333,8,350,-0.11,29618,22.62,36.05,22.63,61.54,13.54,-6.63,14.56
5/22/15 12:00,40236,745,35806,19,4863,1.46,330891,12.16,0,7360,111,6902,-2,1928,-0.09,97805,22.39,17.51,23.88,-9.52,65.69,-5.81,41.96
5/22/15 13:00,55430,1121,46911,34,7327,1.55,503295,11.01,0,15194,376,11105,15,2464,0.09,172404,37.76,50.47,31.01,78.95,50.67,6.16,52.10
5/22/15 14:00,49550,1092,42891,32,7466,1.65,458711,10.80,0,-5880,-29,-4020,-2,139,0.1,-44584,-10.61,-2.59,-8.57,-5.88,1.90,6.45,-8.86
5/22/15 15:00,47112,899,41404,25,6997,1.55,445113,10.58,0,-2438,-193,-1487,-7,-469,-0.1,-13598,-4.92,-17.67,-3.47,-21.88,-6.28,-6.06,-2.96
5/22/15 16:00,48296,1035,41362,39,7583,1.67,476079,10.14,0,1184,136,-42,14,586,0.12,30966,2.51,15.13,-0.10,56.00,8.38,7.74,6.96
5/22/15 17:00,52537,1091,45141,25,7175,1.54,506827,10.37,0,4241,56,3779,-14,-408,-0.13,30748,8.78,5.41,9.14,-35.90,-5.38,-7.78,6.46
5/22/15 18:00,45361,918,38053,30,4858,1.79,422522,10.74,0,-7176,-173,-7088,5,-2317,0.25,-84305,-13.66,-15.86,-15.70,20.00,-32.29,16.23,-16.63
5/22/15 19:00,39926,792,33721,32,3534,1.78,354514,11.26,0,-5435,-126,-4332,2,-1324,-0.01,-68008,-11.98,-13.73,-11.38,6.67,-27.25,-0.56,-16.10
5/22/15 20:00,51644,915,44816,16,4367,1.73,446030,11.58,0,11718,123,11095,-16,833,-0.05,91516,29.35,15.53,32.90,-50.00,23.57,-2.81,25.81
5/22/15 21:00,56912,1046,50060,25,6163,1.84,482390,11.80,0,5268,131,5244,9,1796,0.11,36360,10.20,14.32,11.70,56.25,41.13,6.36,8.15
5/22/15 22:00,50014,945,43647,25,6024,1.78,428827,11.66,0,-6898,-101,-6413,0,-139,-0.06,-53563,-12.12,-9.66,-12.81,0.00,-2.26,-3.26,-11.10
5/22/15 23:00,48561,890,42707,27,6756,1.67,395017,12.29,0,-1453,-55,-940,2,732,-0.11,-33810,-2.91,-5.82,-2.15,8.00,12.15,-6.18,-7.88
5/23/15 0:00,47167,855,41678,25,6083,1.57,377268,12.50,0,-1394,-35,-1029,-2,-673,-0.1,-17749,-2.87,-3.93,-2.41,-7.41,-9.96,-5.99,-4.49
5/23/15 1:00,46516,863,39829,11,5661,1.54,365892,12.71,0,-651,8,-1849,-14,-422,-0.03,-11376,-1.38,0.94,-4.44,-56.00,-6.94,-1.91,-3.02
5/23/15 2:00,44686,859,38331,18,5379,1.61,349754,12.78,0,-1830,-4,-1498,7,-282,0.07,-16138,-3.93,-0.46,-3.76,63.64,-4.98,4.55,-4.41
5/23/15 3:00,45149,939,38804,12,6000,1.69,354898,12.72,0,463,80,473,-6,621,0.08,5144,1.04,9.31,1.23,-33.33,11.54,4.97,1.47
5/23/15 4:00,36832,714,31567,13,5151,1.71,290568,12.68,0,-8317,-225,-7237,1,-849,0.02,-64330,-18.42,-23.96,-18.65,8.33,-14.15,1.18,-18.13
5/23/15 5:00,30533,566,25769,13,4508,1.93,244243,12.50,0,-6299,-148,-5798,0,-643,0.22,-46325,-17.10,-20.73,-18.37,0.00,-12.48,12.87,-15.94
5/23/15 6:00,24924,465,21641,16,3680,1.97,226654,11.00,0,-5609,-101,-4128,3,-828,0.04,-17589,-18.37,-17.84,-16.02,23.08,-18.37,2.07,-7.20
5/23/15 7:00,20963,433,18070,10,3007,2.01,166942,12.56,0,-3961,-32,-3571,-6,-673,0.04,-59712,-15.89,-6.88,-16.50,-37.50,-18.29,2.03,-26.35
5/23/15 8:00,17938,327,15253,13,2661,2.12,144940,12.38,0,-3025,-106,-2817,3,-346,0.11,-22002,-14.43,-24.48,-15.59,30.00,-11.51,5.47,-13.18
5/23/15 9:00,16308,315,13982,9,2388,1.96,136007,11.99,0,-1630,-12,-1271,-4,-273,-0.16,-8933,-9.09,-3.67,-8.33,-30.77,-10.26,-7.55,-6.16
5/23/15 10:00,19675,372,16748,8,2712,1.66,164888,11.93,0,3367,57,2766,-1,324,-0.3,28881,20.65,18.10,19.78,-11.11,13.57,-15.31,21.23
5/23/15 11:00,26431,478,22617,12,3754,1.59,223040,11.85,0,6756,106,5869,4,1042,-0.07,58152,34.34,28.49,35.04,50.00,38.42,-4.22,35.27
5/23/15 12:00,35817,611,31113,19,4740,1.53,294904,12.15,0,9386,133,8496,7,986,-0.06,71864,35.51,27.82,37.56,58.33,26.27,-3.77,32.22
5/23/15 13:00,46418,847,41290,23,5607,1.65,374934,12.38,0,10601,236,10177,4,867,0.12,80030,29.60,38.63,32.71,21.05,18.29,7.84,27.14
5/23/15 14:00,45740,876,38751,30,5613,1.58,370745,12.34,0,-678,29,-2539,7,6,-0.07,-4189,-1.46,3.42,-6.15,30.43,0.11,-4.24,-1.12
5/23/15 15:00,44296,844,38624,24,5973,1.61,368391,12.02,0,-1444,-32,-127,-6,360,0.03,-2354,-3.16,-3.65,-0.33,-20.00,6.41,1.90,-0.63
5/23/15 16:00,39195,736,34664,21,5465,1.65,328694,11.92,0,-5101,-108,-3960,-3,-508,0.04,-39697,-11.52,-12.80,-10.25,-12.50,-8.50,2.48,-10.78
5/23/15 17:00,36304,724,31643,25,4850,1.58,301392,12.05,0,-2891,-12,-3021,4,-615,-0.07,-27302,-7.38,-1.63,-8.72,19.05,-11.25,-4.24,-8.31
5/23/15 18:00,48066,884,42976,25,4591,1.6,379961,12.65,0,11762,160,11333,0,-259,0.02,78569,32.40,22.10,35.82,0.00,-5.34,1.27,26.07
5/23/15 19:00,42075,747,36796,23,4019,1.68,333089,12.63,0,-5991,-137,-6180,-2,-572,0.08,-46872,-12.46,-15.50,-14.38,-8.00,-12.46,5.00,-12.34
5/23/15 20:00,40663,727,35385,23,4127,1.64,324247,12.54,0,-1412,-20,-1411,0,108,-0.04,-8842,-3.36,-2.68,-3.83,0.00,2.69,-2.38,-2.65
5/23/15 21:00,39805,696,34557,22,4279,1.68,318786,12.49,0,-858,-31,-828,-1,152,0.04,-5461,-2.11,-4.26,-2.34,-4.35,3.68,2.44,-1.68
5/23/15 22:00,39228,684,34368,19,5158,1.65,323002,12.14,0,-577,-12,-189,-3,879,-0.03,4216,-1.45,-1.72,-0.55,-13.64,20.54,-1.79,1.32
5/23/15 23:00,36307,648,32347,21,4760,1.58,297707,12.20,0,-2921,-36,-2021,2,-398,-0.07,-25295,-7.45,-5.26,-5.88,10.53,-7.72,-4.24,-7.83
5/24/15 0:00,45971,777,41437,26,8164,1.42,384508,11.96,0,9664,129,9090,5,3404,-0.16,86801,26.62,19.91,28.10,23.81,71.51,-10.13,29.16
5/24/15 1:00,41285,721,35914,20,6482,1.41,336053,12.29,0,-4686,-56,-5523,-6,-1682,-0.01,-48455,-10.19,-7.21,-13.33,-23.08,-20.60,-0.70,-12.60
5/24/15 2:00,40229,754,36184,25,6448,1.52,334253,12.04,0,-1056,33,270,5,-34,0.11,-1800,-2.56,4.58,0.75,25.00,-0.52,7.80,-0.54
5/24/15 3:00,50302,752,45210,18,9654,1.46,416491,12.08,0,10073,-2,9026,-7,3206,-0.06,82238,25.04,-0.27,24.94,-28.00,49.72,-3.95,24.60
5/24/15 4:00,41729,691,36778,20,8347,1.68,343987,12.13,0,-8573,-61,-8432,2,-1307,0.22,-72504,-17.04,-8.11,-18.65,11.11,-13.54,15.07,-17.41
5/24/15 5:00,33675,513,29270,12,6852,1.8,278530,12.09,0,-8054,-178,-7508,-8,-1495,0.12,-65457,-19.30,-25.76,-20.41,-40.00,-17.91,7.14,-19.03
5/24/15 6:00,28976,485,25577,10,5685,1.87,233329,12.42,0,-4699,-28,-3693,-2,-1167,0.07,-45201,-13.95,-5.46,-12.62,-16.67,-17.03,3.89,-16.23
5/24/15 7:00,26333,426,23462,15,5564,1.88,217357,12.12,0,-2643,-59,-2115,5,-121,0.01,-15972,-9.12,-12.16,-8.27,50.00,-2.13,0.53,-6.85
5/24/15 8:00,24105,372,21009,2,5151,1.93,199750,12.07,0,-2228,-54,-2453,-13,-413,0.05,-17607,-8.46,-12.68,-10.46,-86.67,-7.42,2.66,-8.10
5/24/15 9:00,22054,319,19820,13,4669,1.67,184686,11.94,0,-2051,-53,-1189,11,-482,-0.26,-15064,-8.51,-14.25,-5.66,550.00,-9.36,-13.47,-7.54
5/24/15 10:00,23977,353,21150,16,4898,1.68,200592,11.95,0,1923,34,1330,3,229,0.01,15906,8.72,10.66,6.71,23.08,4.90,0.60,8.61
5/24/15 11:00,29935,443,26554,13,6288,1.63,246415,12.15,0,5958,90,5404,-3,1390,-0.05,45823,24.85,25.50,25.55,-18.75,28.38,-2.98,22.84
5/24/15 12:00,41686,630,37015,19,8401,1.62,336640,12.38,0,11751,187,10461,6,2113,-0.01,90225,39.26,42.21,39.40,46.15,33.60,-0.61,36.62
5/24/15 13:00,52225,821,47212,28,10863,1.66,422380,12.36,0,10539,191,10197,9,2462,0.04,85740,25.28,30.32,27.55,47.37,29.31,2.47,25.47
5/24/15 14:00,51763,832,47197,36,10947,1.66,417103,12.41,0,-462,11,-15,8,84,0,-5277,-0.88,1.34,-0.03,28.57,0.77,0.00,-1.25
5/24/15 15:00,63407,1348,56033,35,18614,1.55,557242,11.38,0,11644,516,8836,-1,7667,-0.11,140139,22.49,62.02,18.72,-2.78,70.04,-6.63,33.60
5/24/15 16:00,61312,1206,55657,33,17032,1.67,527203,11.63,0,-2095,-142,-376,-2,-1582,0.12,-30039,-3.30,-10.53,-0.67,-5.71,-8.50,7.74,-5.39
5/24/15 17:00,52338,1089,47890,28,13874,1.67,449496,11.64,0,-8974,-117,-7767,-5,-3158,0,-77707,-14.64,-9.70,-13.96,-15.15,-18.54,0.00,-14.74
5/24/15 18:00,69323,1213,62253,46,23706,1.33,641103,10.81,0,16985,124,14363,18,9832,-0.34,191607,32.45,11.39,29.99,64.29,70.87,-20.36,42.63
5/24/15 19:00,61076,1039,55382,31,20426,1.44,574377,10.63,0,-8247,-174,-6871,-15,-3280,0.11,-66726,-11.90,-14.34,-11.04,-32.61,-13.84,8.27,-10.41
5/24/15 20:00,67222,1201,61366,23,18157,1.32,595930,11.28,0,6146,162,5984,-8,-2269,-0.12,21553,10.06,15.59,10.80,-25.81,-11.11,-8.33,3.75
5/24/15 21:00,58457,1065,53088,24,16203,1.4,510555,11.45,0,-8765,-136,-8278,1,-1954,0.08,-85375,-13.04,-11.32,-13.49,4.35,-10.76,6.06,-14.33
5/24/15 22:00,57262,1067,51579,27,15540,1.44,506928,11.30,0,-1195,2,-1509,3,-663,0.04,-3627,-2.04,0.19,-2.84,12.50,-4.09,2.86,-0.71
5/24/15 23:00,51001,950,45791,30,13365,1.39,450817,11.31,0,-6261,-117,-5788,3,-2175,-0.05,-56111,-10.93,-10.97,-11.22,11.11,-14.00,-3.47,-11.07
5/25/15 0:00,58101,1012,51676,20,13825,1.37,504933,11.51,0,7100,62,5885,-10,460,-0.02,54116,13.92,6.53,12.85,-33.33,3.44,-1.44,12.00
5/25/15 1:00,55124,1041,49354,22,12437,1.38,472847,11.66,0,-2977,29,-2322,2,-1388,0.01,-32086,-5.12,2.87,-4.49,10.00,-10.04,0.73,-6.35
5/25/15 2:00,52752,891,47657,23,11623,1.39,444245,11.87,0,-2372,-150,-1697,1,-814,0.01,-28602,-4.30,-14.41,-3.44,4.55,-6.54,0.72,-6.05
5/25/15 3:00,54856,930,48851,24,10642,1.43,441450,12.43,0,2104,39,1194,1,-981,0.04,-2795,3.99,4.38,2.51,4.35,-8.44,2.88,-0.63
5/25/15 4:00,43739,790,38666,24,9087,1.5,358887,12.19,0,-11117,-140,-10185,0,-1555,0.07,-82563,-20.27,-15.05,-20.85,0.00,-14.61,4.90,-18.70
5/25/15 5:00,36918,590,32623,15,7765,1.6,308929,11.95,0,-6821,-200,-6043,-9,-1322,0.1,-49958,-15.59,-25.32,-15.63,-37.50,-14.55,6.67,-13.92
5/25/15 6:00,31347,498,27897,20,7114,1.57,265117,11.82,0,-5571,-92,-4726,5,-651,-0.03,-43812,-15.09,-15.59,-14.49,33.33,-8.38,-1.88,-14.18
5/25/15 7:00,27420,424,24339,10,6414,1.65,234892,11.67,0,-3927,-74,-3558,-10,-700,0.08,-30225,-12.53,-14.86,-12.75,-50.00,-9.84,5.10,-11.40
5/25/15 8:00,24828,453,22016,13,5952,1.68,216798,11.45,0,-2592,29,-2323,3,-462,0.03,-18094,-9.45,6.84,-9.54,30.00,-7.20,1.82,-7.70
5/25/15 9:00,22976,341,20286,18,5510,1.6,203093,11.31,0,-1852,-112,-1730,5,-442,-0.08,-13705,-7.46,-24.72,-7.86,38.46,-7.43,-4.76,-6.32
5/25/15 10:00,24923,428,21940,11,5712,1.64,215353,11.57,0,1947,87,1654,-7,202,0.04,12260,8.47,25.51,8.15,-38.89,3.67,2.50,6.04
5/25/15 11:00,32200,505,28730,6,7163,1.56,270119,11.92,0,7277,77,6790,-5,1451,-0.08,54766,29.20,17.99,30.95,-45.45,25.40,-4.88,25.43
5/25/15 12:00,42404,697,38487,27,9984,1.41,352473,12.03,0,10204,192,9757,21,2821,-0.15,82354,31.69,38.02,33.96,350.00,39.38,-9.62,30.49
5/25/15 13:00,56416,1028,49200,29,14115,1.71,485814,11.61,0,14012,331,10713,2,4131,0.3,133341,33.04,47.49,27.84,7.41,41.38,21.28,37.83
5/25/15 14:00,56707,1098,49467,21,14259,1.82,489603,11.58,0,291,70,267,-8,144,0.11,3789,0.52,6.81,0.54,-27.59,1.02,6.43,0.78
5/25/15 15:00,55996,1148,49440,31,13678,1.71,483030,11.59,0,-711,50,-27,10,-581,-0.11,-6573,-1.25,4.55,-0.05,47.62,-4.07,-6.04,-1.34
5/25/15 16:00,50708,1074,44198,26,12524,1.8,443360,11.44,0,-5288,-74,-5242,-5,-1154,0.09,-39670,-9.44,-6.45,-10.60,-16.13,-8.44,5.26,-8.21
5/25/15 17:00,44633,932,38186,21,10572,1.79,386333,11.55,0,-6075,-142,-6012,-5,-1952,-0.01,-57027,-11.98,-13.22,-13.60,-19.23,-15.59,-0.56,-12.86
5/25/15 18:00,44128,857,38634,22,9660,1.73,391794,11.26,0,-505,-75,448,1,-912,-0.06,5461,-1.13,-8.05,1.17,4.76,-8.63,-3.35,1.41
5/25/15 19:00,43068,844,37630,28,8624,1.85,386201,11.15,0,-1060,-13,-1004,6,-1036,0.12,-5593,-2.40,-1.52,-2.60,27.27,-10.72,6.94,-1.43
5/25/15 20:00,54155,1190,48060,29,8166,1.48,442627,12.23,0,11087,346,10430,1,-458,-0.37,56426,25.74,41.00,27.72,3.57,-5.31,-20.00,14.61
5/25/15 21:00,49270,1004,44507,36,7647,1.54,424505,11.61,0,-4885,-186,-3553,7,-519,0.06,-18122,-9.02,-15.63,-7.39,24.14,-6.36,4.05,-4.09
5/25/15 22:00,59359,1239,53660,25,7218,1.55,467002,12.71,0,10089,235,9153,-11,-429,0.01,42497,20.48,23.41,20.57,-30.56,-5.61,0.65,10.01
5/25/15 23:00,50389,1005,45554,19,6814,1.5,390999,12.89,0,-8970,-234,-8106,-6,-404,-0.05,-76003,-15.11,-18.89,-15.11,-24.00,-5.60,-3.23,-16.27
5/26/15 0:00,70083,1367,63228,25,7536,1.24,553750,12.66,0,19694,362,17674,6,722,-0.26,162751,39.08,36.02,38.80,31.58,10.60,-17.33,41.62
5/26/15 1:00,68505,1446,61916,31,7470,1.26,541929,12.64,0,-1578,79,-1312,6,-66,0.02,-11821,-2.25,5.78,-2.08,24.00,-0.88,1.61,-2.13
5/26/15 2:00,64529,1262,59229,29,7025,1.56,506014,12.75,0,-3976,-184,-2687,-2,-445,0.3,-35915,-5.80,-12.72,-4.34,-6.45,-5.96,23.81,-6.63
5/26/15 3:00,68027,1202,61291,27,6261,1.48,528175,12.88,0,3498,-60,2062,-2,-764,-0.08,22161,5.42,-4.75,3.48,-6.90,-10.88,-5.13,4.38
5/26/15 4:00,51611,961,47116,25,4998,1.56,403071,12.80,0,-16416,-241,-14175,-2,-1263,0.08,-125104,-24.13,-20.05,-23.13,-7.41,-20.17,5.41,-23.69
5/26/15 5:00,42695,769,37680,14,4138,1.58,337460,12.65,0,-8916,-192,-9436,-11,-860,0.02,-65611,-17.28,-19.98,-20.03,-44.00,-17.21,1.28,-16.28
5/26/15 6:00,34676,669,30776,13,3259,1.61,267937,12.94,0,-8019,-100,-6904,-1,-879,0.03,-69523,-18.78,-13.00,-18.32,-7.14,-21.24,1.90,-20.60
5/26/15 7:00,27193,493,24255,13,2489,1.65,211695,12.85,0,-7483,-176,-6521,0,-770,0.04,-56242,-21.58,-26.31,-21.19,0.00,-23.63,2.48,-20.99
5/26/15 8:00,22977,426,20557,15,2140,1.71,182558,12.59,0,-4216,-67,-3698,2,-349,0.06,-29137,-15.50,-13.59,-15.25,15.38,-14.02,3.64,-13.76
5/26/15 9:00,24355,458,21826,12,2178,1.53,189084,12.88,0,1378,32,1269,-3,38,-0.18,6526,6.00,7.51,6.17,-20.00,1.78,-10.53,3.57
5/26/15 10:00,32609,555,29022,23,2628,1.52,244836,13.32,0,8254,97,7196,11,450,-0.01,55752,33.89,21.18,32.97,91.67,20.66,-0.65,29.49
5/26/15 11:00,40927,653,36712,19,3378,1.54,309572,13.22,0,8318,98,7690,-4,750,0.02,64736,25.51,17.66,26.50,-17.39,28.54,1.32,26.44
5/26/15 12:00,53984,812,50220,25,7363,1.34,420659,12.83,0,13057,159,13508,6,3985,-0.2,111087,31.90,24.35,36.79,31.58,117.97,-12.99,35.88
5/26/15 13:00,70154,1180,61726,18,12391,1.58,598368,11.72,0,16170,368,11506,-7,5028,0.24,177709,29.95,45.32,22.91,-28.00,68.29,17.91,42.25
5/26/15 14:00,64034,1132,56688,23,10350,1.57,553053,11.58,0,-6120,-48,-5038,5,-2041,-0.01,-45315,-8.72,-4.07,-8.16,27.78,-16.47,-0.63,-7.57
5/26/15 15:00,72304,1249,64758,26,9038,1.48,597720,12.10,0,8270,117,8070,3,-1312,-0.09,44667,12.92,10.34,14.24,13.04,-12.68,-5.73,8.08
5/26/15 16:00,66127,1185,58554,36,8460,1.58,581064,11.38,0,-6177,-64,-6204,10,-578,0.1,-16656,-8.54,-5.12,-9.58,38.46,-6.40,6.76,-2.79
5/26/15 17:00,60014,1073,53450,35,7512,1.46,517560,11.60,0,-6113,-112,-5104,-1,-948,-0.12,-63504,-9.24,-9.45,-8.72,-2.78,-11.21,-7.59,-10.93
5/26/15 18:00,59240,1066,52549,24,7755,1.5,491292,12.06,0,-774,-7,-901,-11,243,0.04,-26268,-1.29,-0.65,-1.69,-31.43,3.23,2.74,-5.08
5/26/15 19:00,59076,1089,51896,38,7360,1.37,511655,11.55,0,-164,23,-653,14,-395,-0.13,20363,-0.28,2.16,-1.24,58.33,-5.09,-8.67,4.14
5/26/15 20:00,76813,1288,69157,34,10015,1.38,698869,10.99,0,17737,199,17261,-4,2655,0.01,187214,30.02,18.27,33.26,-10.53,36.07,0.73,36.59
5/26/15 21:00,97750,1741,86512,46,12917,1.38,842513,11.60,0,20937,453,17355,12,2902,0,143644,27.26,35.17,25.10,35.29,28.98,0.00,20.55
5/26/15 22:00,89986,1716,80964,47,12804,1.37,789644,11.40,0,-7764,-25,-5548,1,-113,-0.01,-52869,-7.94,-1.44,-6.41,2.17,-0.87,-0.72,-6.28
5/26/15 23:00,92214,1568,82752,36,14559,1.3,789504,11.68,0,2228,-148,1788,-11,1755,-0.07,-140,2.48,-8.62,2.21,-23.40,13.71,-5.11,-0.02
5/27/15 0:00,85724,1496,76752,31,8952,1.34,620609,13.81,0,-6490,-72,-6000,-5,-5607,0.04,-168895,-7.04,-4.59,-7.25,-13.89,-38.51,3.08,-21.39
5/27/15 1:00,82685,1432,73731,26,11944,1.36,690176,11.98,0,-3039,-64,-3021,-5,2992,0.02,69567,-3.55,-4.28,-3.94,-16.13,33.42,1.49,11.21
5/27/15 2:00,77173,1367,68957,29,11237,1.45,637053,12.11,0,-5512,-65,-4774,3,-707,0.09,-53123,-6.67,-4.54,-6.47,11.54,-5.92,6.62,-7.70
